rep_date,ws,wg,wdir
2025-07-14 00:00:00,5.5,11.4,8
2025-07-14 01:00:00,1.3,4.3,150
2025-07-14 02:00:00,5.1,11.6,333
2025-07-14 03:00:00,9.9,18.2,345
2025-07-14 04:00:00,7.8,19.7,336
2025-07-14 05:00:00,1.8,3.5,310
2025-07-14 06:00:00,4.3,9.0,271
2025-07-14 07:00:00,2.7,4.4,214
2025-07-14 08:00:00,2.4,6.8,59
2025-07-14 09:00:00,4.1,7.6,206
2025-07-14 10:00:00,6.2,9.7,197
2025-07-14 11:00:00,7.1,12.0,206
2025-07-14 12:00:00,8.2,13.4,201
2025-07-14 13:00:00,10.8,17.1,204
2025-07-14 14:00:00,7.7,15.0,197
2025-07-14 15:00:00,9.0,13.8,181
2025-07-14 16:00:00,11.5,17.4,172
2025-07-14 17:00:00,10.0,18.0,173
2025-07-14 18:00:00,8.9,17.1,164
2025-07-14 19:00:00,11.3,21.5,157
2025-07-14 20:00:00,10.0,20.5,162
2025-07-14 21:00:00,12.4,21.9,154
2025-07-14 22:00:00,11.8,22.7,137
2025-07-14 23:00:00,9.4,18.0,145
2025-07-15 00:00:00,9.1,18.4,141
2025-07-15 01:00:00,11.9,21.5,157
2025-07-15 02:00:00,8.8,18.5,176
2025-07-15 03:00:00,7.8,18.2,225
2025-07-15 04:00:00,7.5,20.1,205
2025-07-15 05:00:00,7.2,16.8,158
2025-07-15 06:00:00,5.2,12.8,177
2025-07-15 07:00:00,6.2,12.8,173
2025-07-15 08:00:00,5.5,10.9,212
2025-07-15 09:00:00,1.6,5.6,239
2025-07-15 10:00:00,2.8,8.5,222
2025-07-15 11:00:00,1.2,2.8,210
2025-07-15 12:00:00,1.2,3.0,216
2025-07-15 13:00:00,1.1,5.5,227
2025-07-15 14:00:00,2.4,4.1,328
2025-07-15 15:00:00,2.2,4.5,334
2025-07-15 16:00:00,4.5,9.8,26
2025-07-15 17:00:00,6.1,9.3,12
2025-07-15 18:00:00,2.7,5.9,40
2025-07-15 19:00:00,3.4,6.1,82
2025-07-15 20:00:00,4.9,8.3,26
2025-07-15 21:00:00,3.6,6.9,37
2025-07-15 22:00:00,5.7,13.7,33
2025-07-15 23:00:00,2.8,6.9,166
2025-07-16 00:00:00,12.0,20.3,8
2025-07-16 01:00:00,9.0,17.1,336
2025-07-16 02:00:00,5.0,10.4,13
2025-07-16 03:00:00,3.7,10.9,14
2025-07-16 04:00:00,1.6,5.8,316
2025-07-16 05:00:00,6.9,15.1,333
2025-07-16 06:00:00,1.7,5.9,249
2025-07-16 07:00:00,0.6,2.6,239
2025-07-16 08:00:00,1.0,4.0,203
2025-07-16 09:00:00,0.0,0.0,257
2025-07-16 10:00:00,0.3,1.5,208
2025-07-16 11:00:00,0.0,0.0,167
2025-07-16 12:00:00,0.0,0.8,142
2025-07-16 13:00:00,1.0,2.8,232
2025-07-16 14:00:00,2.1,4.4,229
2025-07-16 15:00:00,0.6,2.5,75
2025-07-16 16:00:00,0.6,2.8,73
2025-07-16 17:00:00,1.8,4.0,33
2025-07-16 18:00:00,5.5,9.3,11
2025-07-16 19:00:00,5.6,10.8,6
2025-07-16 20:00:00,8.0,16.7,25
2025-07-16 21:00:00,9.2,13.9,19
2025-07-16 22:00:00,8.5,18.3,30
2025-07-16 23:00:00,10.3,17.2,25
2025-07-17 00:00:00,8.1,13.1,33
2025-07-17 01:00:00,3.2,6.4,20
2025-07-17 02:00:00,2.1,5.3,218
2025-07-17 03:00:00,5.4,8.8,164
2025-07-17 04:00:00,5.0,8.8,170
2025-07-17 05:00:00,3.8,6.7,200
2025-07-17 06:00:00,3.0,4.6,199
2025-07-17 07:00:00,5.0,10.1,230
2025-07-17 08:00:00,1.1,3.8,180
2025-07-17 09:00:00,5.4,9.3,203
2025-07-17 10:00:00,4.2,8.7,204
2025-07-17 11:00:00,4.9,8.3,203
2025-07-17 12:00:00,4.9,7.8,206
2025-07-17 13:00:00,1.6,4.6,214
2025-07-17 14:00:00,4.8,8.4,199
2025-07-17 15:00:00,6.7,10.2,156
2025-07-17 16:00:00,4.8,9.2,78
2025-07-17 17:00:00,3.1,6.8,76
2025-07-17 18:00:00,4.6,9.5,23
2025-07-17 19:00:00,4.1,8.9,65
2025-07-17 20:00:00,5.8,12.6,295
2025-07-17 21:00:00,5.5,15.3,21
2025-07-17 22:00:00,6.9,17.0,60
2025-07-17 23:00:00,9.0,17.4,352
2025-07-18 00:00:00,8.8,16.9,354
2025-07-18 01:00:00,5.6,13.9,11
2025-07-18 02:00:00,8.2,18.7,350
2025-07-18 03:00:00,10.7,22.4,343
2025-07-18 04:00:00,11.5,23.3,338
2025-07-18 05:00:00,5.0,9.9,0
2025-07-18 06:00:00,3.4,7.6,279
2025-07-18 07:00:00,0.8,2.6,228
2025-07-18 08:00:00,0.6,2.0,254
2025-07-18 09:00:00,0.0,0.0,238
2025-07-18 10:00:00,3.7,7.3,190
2025-07-18 11:00:00,3.7,6.7,195
2025-07-18 12:00:00,4.8,7.6,212
2025-07-18 13:00:00,0.8,2.3,182
2025-07-18 14:00:00,3.1,4.9,155
2025-07-18 15:00:00,2.1,6.8,143
2025-07-18 16:00:00,3.7,7.7,158
2025-07-18 17:00:00,4.0,6.5,93
2025-07-18 18:00:00,2.9,6.8,29
2025-07-18 19:00:00,4.2,10.2,92
2025-07-18 20:00:00,7.1,13.3,34
2025-07-18 21:00:00,4.6,10.7,267
2025-07-18 22:00:00,4.5,9.9,308
2025-07-18 23:00:00,5.9,11.3,333
